hsn_code,description,gst_rate
6402,"Other footwear with outer soles and uppers
of rubber or plastics",0.18
6403,"Footwear with outer soles of rubber,
plastics, leather or composition leather and uppers of leather",0.18
6404,"Footwear with outer soles of rubber, plastics, leather or composition leather and
uppers of textile materials",0.18
6405,Other footwear,0.18
6406,"Parts of footwear (including uppers whether or not attached to soles other than outer soles); removable in-soles, heel cushions and similar articles; gaiters,
leggings and similar articles, and parts thereof",0.18
6501,"Article of apparel and clothing accessories or cap/topi, knitted or crocheted, of sale value not exceeding Rs 1000
per piece",0.05
6501,"Hat-forms, hat bodies and hoods of felt, neither blocked to shape nor with made brims; plateaux and manchons (including slit manchons), of felt other than textile
caps",0.18
6501,Textile caps,0.12
6502,"Hat-shapes, plaited or made by assembling strips of any material, neither blocked to shape, nor with made brims, nor lined, nor
trimmed",0.18
6504,"Hats and other headgear, plaited or made
by assembling strips of any material, whether or not lined or trimmed",0.18
6505,"Article of apparel and clothing accessories or cap/topi, knitted or crocheted, of sale value not exceeding Rs 1000
per piece",0.05
6505,"Hats (knitted/crocheted) or made up from
lace or other textile fabrics]",0.12
6505,"Other headgear, knitted or crocheted, or made up from lace, felt or other textile fabric, in the piece (but not in strips), whether or not lined or trimmed; hair-nets
of any material, whether or not lined or trimmed",0.18
6506,"Other headgear, whether or not lined or
trimmed",0.18
6507,"Head-bands, linings, covers, hat
foundations, hat frames, peaks and chinstraps, for headgear",0.18
6601,"Umbrellas and sun umbrellas (including walking-stick umbrellas, garden umbrellas
and similar umbrellas)",0.12
6602,Walking-sticks including seat sticks,0.05
6602,"whips, riding-crops and the
like",0.12
6603,"Parts, trimmings and accessories of articles
of heading 6601 or 6602",0.12
6701,"Skins and other parts of birds with their
feathers or down, feathers, parts of feathers, down and articles thereof (other than goods of heading 0505 and worked quills and
scapes)",0.12
6702,"Artificial flowers, foliage and fruit and parts thereof; articles made of artificial
flowers, foliage or fruit",0.18
6703,"Human hair, dressed, thinned, bleached or otherwise
worked",0.0
6703,"Wool or other animal hair or other textile
materials, prepared for use in making wigs or the like",0.18
6704,"Wigs, false beards, eyebrows and eyelashes, switches and the like, of human or animal hair or of textile materials; articles of human hair not elsewhere
specified or included",0.18
68,Sand lime bricks [or Stone inlay work,0.12
68,"Deities made of stone, marble or wood",0.0
68,"Idols of wood, stone [including marble] and metals [other than those made of precious
metals",0.12
6801,"Setts, curbstones and flagstones, of natural
stone (except slate)",0.18
6802,"Worked monumental or building stone (except slate) and 17 articles thereof, other than goods of heading 6801; mosaic cubes and the like, of natural stone (including slate), whether or not on a backing; artificially coloured granules, chippings and power, of natural stone (including slate) [other than statues, statuettes, pedestals; high or low reliefs, crosses, figures of animals, bowls, vases, cups, cachou boxes, writing sets, ashtrays, paper weights, artificial fruit and foliage, etc.; other ornamental goods essentially of
stone ][except the items covered in Sl. No. 123 in Schedule I]",0.18
6802,"Statues, statuettes, pedestals; high or low reliefs, crosses, figures of animals, bowls, vases, cups, cachou boxes, writing sets, ashtrays, paper weights, artificial fruit and
foliage, etc.; other ornamental goods essentially of stone”;]",0.12
6802,"Ecaussine and other calcareous monumental or building stone alabaster [other than marble and travertine], other than mirror polished stone which is ready to use",0.05
6802,"Carved stone products (e.g., statues, statuettes, figures of animals, writing sets, ashtray, candle
stand)",0.12
6803,"Worked slate and articles of slate or of
agglomerated slate",0.18
6804,"Millstones, grindstones, grinding wheels and the like, without frameworks, for grinding, sharpening, polishing, trueing or cutting, hand sharpening or polishing stones, and parts thereof, of natural stone, of agglomerated nllatural or artificial abrasives, or of ceramics, with or without
parts of other materials",0.18
6805,"Natural or artificial abrasive powder or grain, on a base of textile material, of paper, of paperboard or of other materials, whether or not cut to shape or sewn or
otherwise made up",0.18
6806,"Slag wool, rock wool and similar mineral wools; exfoliated vermiculite, expanded clays, foamed slag and similar expanded mineral materials; mixtures and articles of heat-insulating, sound-insulating or sound- absorbing mineral materials, other than those of heading 6811 or 6812 or chapter
69",0.18
6807,"Articles of asphalt or of similar material
(for example, petroleum bitumen or coal tar pitch)",0.18
6808,"Panels, boards, tiles, blocks and similar articles of vegetable fibre, of straw or of
shavings, chips, particles, sawdust or other waste, of wood, agglomerated with
cement, plaster or other mineral binders",0.18
6809,"Articles of plaster or of compositions based on plaster; such as Boards, sheets, panels, tiles and similar articles, not
ornamented",0.18
6810,"Articles of cement, of concrete or of
artificial stone, whether or not reinforced",0.18
6811,"Articles of asbestos-cement, of cellulose
fibre-cement or the like",0.18
6812,"Fabricated asbestos fibres; mixtures with a basis of asbestos or with a basis of asbestos and magnesium carbonate; articles of such mixtures or of asbestos (for example, thread, woven fabric, clothing, headgear, footwear, gaskets), whether or not reinforced, other than goods of heading
6811 or 6813",0.18
6813,"Friction material and articles thereof (for example, sheets, rolls, strips, segments, discs, washers, pads), not mounted, for brakes, for clutches or the like, with a basis of asbestos, of other mineral substances or of cellulose, whether or not
combined with textiles or other materials",0.18
6814,"Worked mica and articles of mica, including agglomerated or reconstituted mica, whether or not on a support of paper,
paperboard or other materials",0.18
6815,Fly ash bricks; Fly ash aggregates; Fly ash blocks,0.12
6815,"Stone art ware, stone inlay work",0.12
6815,"Articles of stone or of other mineral substances (including carbon fibres, articles of carbon fibres and articles of peat), not elsewhere specified or included [other than Fly ash bricks;
Fly ash aggregates; Fly ash blocks]",0.18
69,Idols made of clay,0.0
6901,"Blocks, tiles and other ceramic goods of siliceous fossil meals (for example, kieselguhr, tripolite or diatomite) or of
similar siliceous earths",0.18
6901,Bricks of fossil meals or similar siliceous earths,0.12
6902,"Refractory bricks, blocks, tiles and similar refractory ceramic constructional goods, other than those of siliceous fossil meals or
similar siliceous earths",0.18
6903,"Other refractory ceramic goods (for example, retorts, crucibles, muffles, nozzles, plugs, supports, cupels, tubes, pipes, sheaths and rods), other than those
of siliceous fossil meals or of similar siliceous earths",0.18
6904,"Ceramic flooring blocks, support or filler
tiles and the like",0.18
6904,Building bricks,0.12
6905,Earthen or roofing tiles,0.12
6905,"Chimney-pots, cowls, chimney liners,
architectural ornaments and other ceramic constructional goods",0.18
6906,"Ceramic pipes, conduits, guttering and
pipe fittings",0.18
6907,"Ceramic flags and paving, hearth or wall tiles; ceramic mosaic cubes and the like, whether or not on a backing; finishing
ceramics",0.18
6909,"Ceramic wares for laboratory, chemical or other technical uses; ceramic troughs, tubs and similar receptacles of a kind used in agriculture; ceramic pots, jars and similar articles of
a kind used for the conveyance or packing of goods",0.18
6909,"Pots, jars and similar articles of a kind used
for the conveyance and packing of goods of ceramic",0.12
6910,"Ceramic sinks, wash basins, wash basin pedestals, baths, bidets, water closet pans,
flushing cisterns, urinals and similar sanitary fixtures",0.18
6911,"Tableware, kitchenware, other household articles and
toilet articles, of porcelain or china",0.12
6912,"Tableware and kitchenware of clay and terracotta,
other clay articles",0.12
6912,Earthen pot and clay lamps,0.0
6912,"Tableware, kitchenware, other household articles and
toilet articles, other than of porcelain or china",0.12
6913,"Statuettes & other ornamental ceramic articles
(incl blue potteries)",0.12
6913,Statues and other ornamental articles,0.12
6914,Other ceramic articles,0.18
7,All goods of seed quality,0.0
7,"Herb, bark, dry plant, dry root, commonly known as
jaribooti and dry flower",0.05
70,"Following Vehicles, with both compression- ignition internal combustion piston engine [diesel- or semi diesel] and electric motor as motors for propulsion;
(a) Motor vehicles cleared as ambulances duly fitted with all the fitments, furniture and accessories necessary for an ambulance from the factory manufacturing such motor vehicles
(b) Three wheeled vehicles
(c) Motor vehicles of engine capacity not exceeding 1500 cc and of length not exceeding 4000 mm
(d) Motor vehicles other than those mentioned at (a), (b) and (c) above.
Explanation.- For the purposes of this entry, the specification of the motor vehicle shall be determined as per the Motor Vehicles Act, 1988 (59 of 1988) and the rules made there under.",
70,Tyre for tractors,0.18
70,"Road wheels and parts and accessories
thereof for tractors",0.18
70,Cut tobacco,
7001,Cullet or other waste or scrap of glass,0.05
7002,"Glass in balls (other than microspheres of
heading 70.18), rods or tubes, unworked",0.18
7003,"Cast glass and rolled glass, in sheets or
profiles, whether or not having an absorbent, reflecting or non-reflecting
layer, but not otherwise worked",0.18
7004,"Drawn glass and blown glass, in sheets, whether or not having an absorbent, reflecting or non-reflecting layer, but not
otherwise worked",0.18
7005,"Float glass and surface ground or polished glass, in sheets, whether or not having an absorbent, reflecting or non-reflecting
layer, but not otherwise worked",0.18
7006,"Glass of heading 7003, 7004 or 7005, bent, edge-worked, engraved, drilled, enamelled or otherwise worked, but not framed or
fitted with other materials",0.18
7007,"Safety glass, consisting of toughened
(tempered) or 19 laminated glass",0.18
7008,Multiple-walled insulating units of glass,0.18
7009,"Glass mirrors, whether or not framed,
including rear-view mirrors",0.18
7009,Ornamental framed mirrors,0.12
701,"Potatoes, fresh or chilled.",0.0
7010,"Carboys, bottles, flasks, jars, pots, phials, ampoules and other containers, of glass, of a kind used for the conveyance or packing
of goods; preserving jars of glass; stoppers, lids and other closures, of glass",0.18
7011,"Glass envelopes (including bulbs and tubes), open, and glass parts thereof, without fittings, for electric lamps and light sources, cathode ray tube or the
like",0.18
7013,"Glassware of a kind used for table, kitchen, toilet, office, indoor decoration or similar purposes (other than that of
heading 7010 or 7018)",0.18
7014,"Signalling glassware and optical elements
of glass (other than those of heading 7015), not optically worked",0.18
7015,"Clock or watch glasses and similar glasses, glasses for non-corrective spectacles, curved, bent, hollowed or the like, not
optically worked; hollow glass spheres and their segments, for the manufacture of
such glasses",0.18
7015-10-01,"Glasses for corrective spectacles and flint
buttons",0.12
7016,"Paving blocks, slabs, bricks, squares, tiles and other articles of pressed or moulded glass, whether or not wired, of a kind used for building or construction purposes; glass cubes and other glass small wares, whether or not on a backing, for mosaics or similar decorative purposes; leaded lights and the like; multi-cellular or foam glass in blocks, panels, plates,shells or
similar forms",0.18
7017,"Laboratory, hygienic or pharmaceutical
glassware, whether or not graduated or calibrated",0.18
7018,"Imitation pearls, imitation precious or semi-precious stones and similar glass smallwares, and articles thereof other than imitation jewellery; glass eyes other than prosthetic articles; statuettes and other ornaments of lamp-worked glass, other than imitaion jewelery; glass microsphers
not exceeding 1 mm in diameter",0.18
7018,Glass bangles (except those made from precious metals),0.0
7018,Glass statues [other than those of crystal],0.12
7018,Glass beads.,0.05
7018-10-01,"Bangles, beads and small ware",0.05
7019,"Glass fibres (including glass wool) and articles thereof (for example, yarn,
rovings, woven fabrics)",0.18
702,"Tomatoes, fresh or chilled.",0.0
7020,"Other articles of glass [other than Globes for lamps and lanterns, Founts for kerosene wick lamps, Glass chimneys for
lamps and lanterns",0.18
7020,"Glass art ware [ incl. pots, jars, votive, cask, cake cover, tulip bottle, vase ]",0.12
7020,"Globes for lamps and lanterns, Founts for
kerosene wick lamps, Glass chimneys for lamps and lanterns",0.12
703,"Onions, shallots, garlic, leeks and other alliaceous
vegetables, fresh or chilled.",0.0
704,"Cabbages, cauliflowers, kohlrabi, kale and similar
edible brassicas, fresh or chilled.",0.0
705,"Lettuce (Lactuca sativa) and chicory (Cichorium spp.),
fresh or chilled.",0.0
706,"Carrots, turnips, salad beetroot, salsify, celeriac,
radishes and similar edible roots, fresh or chilled.",0.0
707,"Cucumbers and gherkins, fresh or chilled.",0.0
708,"Leguminous vegetables, shelled or unshelled, fresh or
chilled.",0.0
709,"Other vegetables, fresh or chilled.",0.0
71,Rakhi (other than those made of goods falling under Chapter 71),0.0
71,"Rupee notes or coins when sold to Reserve Bank of
India or the government of India",0.0
710,"Vegetables (uncooked or cooked by steaming or boiling
in water), frozen",0.0
7101,"Pearls, natural or cultured, whether or not worked or graded but not strung, mounted or set; pearls, natural or cultured, temporarily strung
for convenience of transport",0.03
7102,"Rough diamonds or simply sawn diamonds,
industrial or non-industrial",0.0025
7102,Goods other than those specified against S. No. 1 in Schedule VI,0.015
7103,"precious stones (other than diamonds) and semi-precious stones, whether or not worked or graded but not strung, mounted or set; ungraded precious stones (other than diamonds) and semi-
precious stones, temporarily strung for convenience of transport",0.0025
7104,"Synthetic or reconstructed precious or
semiprecious stones [other than diamonds], whether or not worked or graded but not strung, mounted or set; ungraded
synthetic or reconstructed precious or semiprecious stones [other than diamonds], temporarily strung for convenience
of transport; synthetic or reconstructed diamonds, unworked or simply sawn or roughly shaped",0.0025
7104,"Goods other than those specified against S. No. 3 in Schedule VI"";",0.015
7105,"Dust and powder of natural or synthetic precious or semi-precious
stones",0.03
7106,"Silver (including silver plated with gold or platinum), unwrought or
in semi-manufactured forms, or in powder form",0.03
7107,"Base metals clad with silver, not further worked than semi-
manufactured",0.03
7108,"Gold (including gold plated with platinum) unwrought or in semi-
manufactured forms, or in powder form",0.03
7109,"Base metals or silver, clad with gold, not further worked than semi-
manufactured",0.03
711,"Vegetables provisionally preserved, but unsuitable in that state for immediate consumption",0.0
7110,"Platinum, unwrought or in semi-manufactured forms, or in powder
form",0.03
7111,"Base metals, silver or gold, clad with platinum, not further worked
than semi-manufactured",0.03
7112,"Waste and scrap of precious metal or of metal clad with precious metal; other waste and scrap containing precious metal or precious metal compounds, of a kind used principally for the recovery of
precious metal.",0.03
7113,"Articles of jewellery and parts thereof, of precious metal or [of metal clad with precious metal",0.03
7113-11-10,Silver filigree work,0.03
7114,"Articles of goldsmiths' or silversmiths' wares and parts thereof, of
precious metal or of metal clad with precious metal",0.03
7115,Other articles of precious metal or of metal clad with precious metal,0.03
7116,"Articles of natural or cultured pearls, precious or semi-precious stones
(natural, synthetic or reconstructed)",0.03
7117,"Handmade imitation jewellery (including natural
seeds, beads jewelry, cardamom garland)",0.03
7117,Imitation jewellery [other than bangles of lac/shellac],0.03
7117,Bangles of lac/shellac,0.0
7118,Coin,0.03
712,"Dried vegetables, whole, cut, sliced, broken or in
powder, but not further prepared.",0.0
713,"“Dried leguminous vegetables, shelled, whether or not skinned or split [Dried leguminous vegetables, shelled, whether or not skinned or split other than pre-packaged and labelled.",0.0
713,Guar gum refined split,0.05
713,"Dried leguminous vegetables, shelled, whether or not skinned or split pre-packaged and labelled.",0.05
714,"Manioc, arrowroot, salep, Jerusalem artichokes, sweet potatoes and similar roots and tubers with high starch or
inulin content, fresh or chilled, dried sago pith.",0.0
714,"Manioc, arrowroot, salep, Jerusalem artichokes, sweet potatoes and similar roots and tubers with high starch or inulin content, frozen, whether or not sliced or in the form of pellets other than pre-packaged and labelled.",0.0
714,"Manioc, arrowroot, salep, Jerusalem artichokes, sweet potatoes and similar roots and tubers with high starch or inulin content, frozen, whether or not sliced or in the form of pellets pre-packaged and labelled.",0.05
7201,"Pig iron and spiegeleisen in pigs, blocks or other primary forms",0.18
7202,Ferro-alloys,0.18
7203,"Ferrous products obtained by direct reduction of iron ore and other spongy ferrous products, in lumps, pellets or similar forms; iron having a minimum
purity by weight of 99.94%, in lumps, pellets or similar forms",0.18
7204,"Ferrous waste and scrap; remelting scrap
ingots of iron or steel",0.18
7205,"Granules and powders, of pig iron, spiegeleisen, iron or steel",0.18
7206,"Iron and non-alloy steel in ingots or other primary forms (excluding iron of heading
7203)",0.18
7207,"Semi-finished products of iron or non-
alloy steel",0.18
7208,"All flat-rolled products of iron or non-
alloy steel",0.18
7212,"All flat-rolled products of iron or non-
alloy steel",0.18
7213,"All bars and rods, of iron or non-alloy steel",0.18
7215,"All bars and rods, of iron or non-alloy steel",0.18
7216,"Angles, shapes and sections of iron or non-
alloy steel",0.18
7217,Wire of iron or non-alloy steel,0.18
7218,"Stainless steel in ingots or other primary forms; semi-finished products of stainless
steel",0.18
7219,All flat-rolled products of stainless steel,0.18
7220,All flat-rolled products of stainless steel,0.18
7221,"All bars and rods, of stainless steel",0.18
7222,"All bars and rods, of stainless steel",0.18
7223,Wire of stainless steel,0.18
7224,"Other alloy steel in ingots or other primary forms; semi-finished products of other
alloy steel",0.18
7225,All flat-rolled products of other alloy steel,0.18
7226,All flat-rolled products of other alloy steel,0.18
7227,All bars and rods of other alloy steel.,0.18
7228,All bars and rods of other alloy steel.,0.18
7229,Wire of other alloy steel,0.18
7301,"Sheet piling of iron or steel, whether or not drilled, punched or made from assembled elements; welded angles, shapes and
sections, of iron or steel",0.18
7302,"Railway or tramway track construction material of iron or steel, the following: rails, check-rails and rack rails, switch blades, crossing frogs, point rods and other crossing pieces, sleepers (cross-ties), fish- plates, chairs, chair wedges, sole plates (base plates), rail clips bedplates, ties and
other material specialized for jointing or fixing rails",0.18
7303,"Tubes, pipes and hollow profiles, of cast
iron",0.18
7304,"Tubes, pipes and hollow profiles, seamless, of iron (other than cast iron) or
steel",0.18
7305,"Other tubes and pipes (for example, welded, riveted or similarly closed),having circular cross‑sections, the external diameter of which exceeds 406.4 mm, of
iron or steel",0.18
7306,"Other tubes, pipes and hollow profiles (for example, open seam or welded, riveted or
similarly closed), of iron or steel",0.18
7307,"Tube or pipe fittings (for example,
couplings, elbows, sleeves), of iron or steel",0.18
7308,"Structures (excluding prefabricated buildings of heading 94.06) and parts of structures (for example, bridges and bridge
‑sections, lock‑gates, towers, lattice masts, roofs, roofing frame ‑ works, doors and windows and their frames and thresholds for doors, and shutters, balustrades, pillars, and columns), of iron or steel; plates, rods, angles, shapes, section, tubes and the like,
prepared for using structures, of iron or steel [other than transmission towers]",0.18
7309,"Reservoirs, tanks, vats and similar containers for any material (other than compressed or liquefied gas), of iron or steel, of a capacity exceeding 300 l, whether or not lined or heat-insulated, but not fitted with mechanical or thermal
equipment",0.18
7310,"Tanks, casks, drums, cans, boxes and similar containers, for any material (other than compressed or liquefied gas), of iron or steel, of a capacity not exceeding 300 l, whether or not lined or heat-insulated, but
not fitted with mechanical or thermal equipment",0.18
7310,"Mathematical boxes, geometry boxes and colour boxes",0.12
7311,"Containers for compressed or liquefied
gas, of iron or steel",0.18
7312,"Stranded wire, ropes, cables, plaited bands,
slings and the like, of iron or steel, not electrically insulated",0.18
7313,"Barbed wire of iron or steel; twisted hoop or single flat wire, barbed or not, and
loosely twisted double wire, of a kind used for fencing, of iron or steel",0.18
7314,"Cloth (including endless bands), grill,
netting and fencing, of iron or steel wire;expanded metal of iron or steel",0.18
7315,"Chain and parts thereof, of iron or steel falling under 7315 20, 7315 81, 7315, 82,
7315 89, 7315 90",0.18
7316,"Anchors, grapnels and parts thereof, of
iron or steel",0.18
7317,Animal shoe nails,0.12
7317,"Nails, tacks, drawing pins, corrugated nails, staples (other than those of heading 8305) and similar articles, of iron or steel, whether or not with heads of other material, but excluding such articles with
heads of copper",0.18
7318,"Screws, bolts, nuts, coach screws, screw hooks, rivets, cotters, cotter-pins, washers (including spring washers) and similar
articles, of iron or steel",0.18
7319,"knitting needles, bodkins, crochet hooks, embroidery stilettos and similar articles, for use in the hand, of iron or
steel; safety pins and other pins of iron or steel, not elsewhere specified or included",0.18
7319,Sewing needles,0.12
7320,"Springs and leaves for springs, of iron and
steel",0.18
7321,"Kerosene burners, kerosene stoves and
wood burning stoves of iron or steel",0.12
7321,"Stoves, ranges, grates, cookers (including those with subsidiary boilers for central heating), barbecues, braziers, gas-rings, plate warmers and similar non-electric domestic appliances, and parts thereof, of iron or steel [other than Kerosene burners, kerosene stoves and wood burning stoves
of iron or steel",0.18
7322,"Radiators for central heating, not electrically heated, and parts thereof, of iron or steel; air heaters and hot air 20 distributors (including distributors which can also distribute fresh or conditioned air), not electrically heated, incorporating a motor-driven fan or blower, and parts
thereof, of iron or steel",0.18
7323,"Table, kitchen or other household articles of
iron & steel; Utensils",0.12
7323,"Iron or steel wool; pot scourers and
scouring or polishing pads, gloves and the like, of iron or steel",0.18
7323,Ghamella,0.18
7324,"Sanitary ware and parts thereof, of iron
and steel",0.18
7325,Other cast articles of iron or steel,0.18
7326,Other articles of iron or steel,0.18
7326,"Mathematical boxes, geometry boxes and colour boxes",0.12
7326,Art ware of iron,0.12
7401,"Copper mattes; cement copper
(precipitated copper)",0.18
7402,"Unrefined copper; copper anodes for
electrolytic refining",0.18
7403,"Refined copper and copper alloys,
unwrought",0.18
7404,Copper waste and scrap,0.18
7405,Master alloys of copper,0.18
7406,Copper powders and flakes,0.18
7407,"Copper bars, rods and profiles",0.18
7408,Copper wire,0.18
7409,"Copper plates, sheets and strip, of a
thickness exceeding 0.15 mm",0.18
7410,Copper foils,0.18
7411,Copper tubes and pipes,0.18
7412,"Copper tube or pipe fittings (for example,
couplings, elbows, sleeves)",0.18
7413,Stranded wires and cables,0.18
7415,"Nails, tacks, drawing pins, staples (other than those of heading 83.05) and similar articles, of copper or of iron or steel with heads of copper; screws, bolts, nuts, screw hooks, rivets, cotters, cotter-pins, washers (including spring washers) and similar
articles, of copper",0.18
7418,"Table, kitchen or other household articles of
copper; Utensils",0.12
7418,"All goods [other than table, kitchen or other household articles of copper;
Utensils]",0.18
7419,Brass Kerosene Pressure Stove,0.12
7419,"Other articles of copper other than Brass
Kerosene Pressure Stove",0.18
7419,"Art ware of brass, copper/ copper alloys, electro plated with nickel/silver",0.12
7501,"Nickel mattes, nickel oxide sinters and
other intermediate products of nickel metallurgy",0.18
7502,Unwrought nickel,0.18
7503,Nickel waste and scrap,0.18
7504,Nickel powders and flakes,0.18
7505,"Nickel bars, rods, profiles and wire",0.18
7506,"Nickel plates, sheets, strip and foil",0.18
7507,"Nickel tubes, pipes and tube or pipe fittings (for example, couplings, elbows,
sleeves)",0.18
7508,Other articles of nickel,0.18
7601,Unwrought Aluminium,0.18
7602,Aluminium waste and scrap,0.18
7603,Aluminium powders and flakes,0.18
7604,"Aluminium bars, rods and profiles",0.18
7605,Aluminium wire,0.18
7606,"Aluminium plates, sheets and strip, of a
thickness exceeding 0.2 mm",0.18
7607,"Aluminium foil (whether or not printed or backed with paper, paperboard, plastics or similar backing materials) of a thickness (excluding any backing) not exceeding 0.2
mm",0.18
7608,Aluminium tubes and pipes,0.18
7609,"Aluminium tube or pipe fittings (for
example, couplings, elbows, sleeves)",0.18
7610,"Aluminium structures (excluding prefabricated buildings of heading 9406) and parts of structures (for example, bridges and bridge-sections, towers, lattice masts, roofs, roofing frameworks, balustrades, pillars and columns); aluminium plates, rods, profiles, tubes and
the like, prepared for use in structures",0.18
7611,"Aluminium reservoirs, tanks, vats and similar containers, for any material (other than compressed or liquefied gas), of a capacity exceeding 300 l, whether or not
lined or heat-insulated, but not fitted with mechanical or thermal equipment",0.18
7612,"Aluminium casks, drums, cans, boxes, etc.",0.18
7613,"Aluminium containers for compressed or
liquefied gas",0.18
7614,"Stranded wires, cables, plaited bands and
the like, of aluminium, not electrically insulated",0.18
7615,"All goods [other than table, kitchen or other household articles, of aluminium;
Utensils]",0.18
7615,"Table, kitchen or other household articles of aluminium; Utensils",0.12
7616,Aluminium art ware,0.12
7616,Other articles of aluminium,0.18
7801,Unwrought lead,0.18
7802,Lead waste and scrap,0.18
7804,"Lead plates, sheets, strip and foil; lead
powders and flakes",0.18
7806,"Other articles of lead (including sanitary
fixtures and Indian lead seals)",0.18
7901,Unwrought zinc,0.18
7902,Zinc waste and scrap,0.18
7903,"Zinc dust, powders and flakes",0.18
7904,"Zinc bars, rods, profiles and wire",0.18
7905,"Zinc plates, sheets, strip and foil",0.18
7907,"Other articles of zinc including sanitary
fixtures",0.18
8,"Dried makhana, whether or not shelled or peeled other than pre-packaged and labelled.",0.0
8,"Dried makhana, whether or not shelled or peeled pre-packaged and labelled.",0.05
80,"Furniture of bamboo, rattan and cane",0.12
80,"Art ware of brass, copper/ copper alloys, electro plated with nickel/silver",0.12
80,"Electrically operated vehicles, including three
wheeled electric motor vehicles.",
80,Brass Kerosene Pressure Stove,0.12
8001,Unwrought tin,0.18
8002,Tin waste and scrap,0.18
8003,"Tin bars, rods, profiles and wire",0.18
8007,Other articles of tin,0.18
801,"Coconuts, fresh or dried, whether or not shelled or
peeled",0.0
801,"Brazil nuts, fresh, whether or not shelled or peeled",0.0
801,"Cashew nuts, whether or not shelled or peeled,
desiccated coconuts",0.05
801,"Brazil nuts, dried, whether or not Shelled or Peeled",0.12
802,"Other nuts, fresh such as Almonds, Hazelnuts or filberts (Corylus spp.), walnuts, Chestnuts (Castanea spp.), Pistachios, Macadamia nuts, Kola nuts (Cola
spp.), Areca nuts, Pine nuts, fresh, whether or not shelled or peeled",0.0
802,"Walnuts, whether or not shelled",0.05
802,"Other nuts, dried, whether or not shelled or peeled, such as Almonds, Hazelnuts or filberts (Corylus spp.), Chestnuts (Castanea spp.), Pistachios, Macadamia nuts, Kola nuts (Cola spp.), Pine nuts [other than dried areca nuts]",0.12
802,"Dried areca nuts, whether or not shelled or peeled",0.05
803,"Bananas, including plantains, fresh or dried",0.0
804,"Dates (soft or hard), figs, pineapples, avocados, guavas ,mangoes (other than mangoes sliced, dried) and mangosteens, dried.",0.12
804,"Dates, figs, pineapples, avocados, guavas, mangoes and
mangosteens, fresh.",0.0
804,"Mangoes sliced, dried",0.05
805,"Citrus fruit, such as Oranges, Mandarins (including tangerines and satsumas); clementines, wilkings and similar citrus hybrids, Grapefruit, including pomelos, Lemons (Citrus limon, Citrus limonum) and limes (Citrus aurantifolia, Citrus latifolia), dried”;",0.12
805,"Citrus fruit, such as Oranges, Mandarins (including tangerines and satsumas); clementines, wilkings and similar citrus hybrids, Grapefruit, including pomelos, Lemons (Citrus limon, Citrus limonum) and limes
(Citrus aurantifolia, Citrus latifolia), fresh",0.0
806,"Grapes, dried, and raisins",0.05
806,"Grapes, fresh",0.0
807,"Melons (including watermelons) and papaws (papayas),
fresh.",0.0
808,"Apples, pears and quinces, fresh.",0.0
809,"Apricots, cherries, peaches (including nectarines), plums
and sloes, fresh.",0.0
81,Hydraulic Pumps for Tractors,0.18
810,"Other fruit such as strawberries, raspberries, blackberries, mulberries and loganberries, black, white or red currants and gooseberries, cranberries, bilberries and other fruits of the genus vaccinium, Kiwi fruit,
Durians, Persimmons, Pomegranates, Tamarind, Sapota (chico), Custard-apple (ata), Bore, Lichi, fresh.",0.0
8101,"Other base metals, namely, Tungsten, Molybdenum, Tantalum, Magnesium, Cobalt mattes, and other intermediate products of cobalt metallurgy, Bismuth, Cadmium, Titanium, Zirconium, Antimony, Manganese, Beryllium, chromium, germanium, vanadium, gallium, hafnium, indium, niobium (columbium), rhenium and thallium, and
articles thereof, including waste and scrap",0.18
811,"Fruit and nuts, uncooked or cooked by steaming or boiling
in water, frozen, whether or not containing added sugar or other sweetening matter",0.05
8112,"Other base metals, namely, Tungsten, Molybdenum, Tantalum, Magnesium, Cobalt mattes, and other intermediate products of cobalt metallurgy, Bismuth, Cadmium, Titanium, Zirconium, Antimony, Manganese, Beryllium, chromium, germanium, vanadium, gallium, hafnium, indium, niobium (columbium), rhenium and thallium, and
articles thereof, including waste and scrap",0.18
8113,"Cermets and articles thereof, including waste and scrap",0.18
812,"Fruit and nuts, provisionally preserved (for example, by sulphur dioxide gas, in brine, in sulphur water or in other preservative solutions), but unsuitable in that state for
immediate consumption",0.05
813,Tamarind dried,0.0
813,"Fruit, dried, other than that of headings 0801 to 0806; mixtures of nuts or dried
fruits of Chapter 8 [other than dried tamarind and dried chestnut (singhada)
whether or not shelled or peeled",0.12
814,"Peel of citrus fruit or melons (including watermelons), frozen, dried or provisionally preserved in brine, in
sulphur water or in other preservative solutions",0.05
814,"Peel of citrus fruit or melons (including watermelons),
fresh.",0.0
8201,"Agricultural implements manually operated or animal driven i.e. Hand tools, such as spades, shovels, mattocks, picks, hoes, forks and rakes; axes, bill hooks and similar hewing tools; secateurs and pruners of any kind; scythes, sickles, hay knives, hedge shears, timber wedges and other tools of a kind used in agriculture,
horticulture or forestry other than ghamella",0.0
8202,"Hand saws; blades for saws of all kinds (including slitting, slotting or toothless
saw blades)",0.18
8203,"Files, rasps, pliers (including cutting
pliers), pincers, tweezers, metal cutting shears, pipe-cutters, bolt croppers, perforating punches and similar hand tools",0.18
8204,"Hand-operated spanners and wrenches (including torque meter wrenches but not including tap wrenches); interchangeable
spanner sockets, with or without handles",0.18
